アクメシア	Akumesia
sys:00000000-0000-0000-0000-000000000000|.\res\texture\ninja_3.png	sys:00000000-0000-0000-0000-000000000000|.\res\texture\ninja_3.png
mimic	mimic
sys:00000000-0000-0000-0000-000000000000|.\res\texture\mimic.png	sys:00000000-0000-0000-0000-000000000000|.\res\texture\mimic.png
bear_0	bear_0
.\res\texture\bear_0.png	.\res\texture\bear_0.png
bear_1	bear_1
.\res\texture\bear_1.png	.\res\texture\bear_1.png
bear_2	bear_2
.\res\texture\bear_2.png	.\res\texture\bear_2.png
daemon	daemon
.\res\texture\daemon.png	.\res\texture\daemon.png
icon_items128	icon_items128
.\res\texture\icon_items128.png	.\res\texture\icon_items128.png
icon_armors128	icon_armors128
.\res\texture\icon_armors128.png	.\res\texture\icon_armors128.png
balloon_A_panel0	balloon_A_panel0
.\res\texture\balloon_A_panel0.png	.\res\texture\balloon_A_panel0.png
balloon_A_panel1	balloon_A_panel1
.\res\texture\balloon_A_panel1.png	.\res\texture\balloon_A_panel1.png
balloon_A_name_panel	balloon_A_name_panel
.\res\texture\balloon_A_name_panel.png	.\res\texture\balloon_A_name_panel.png
balloon_A_hige2	balloon_A_hige2
.\res\texture\balloon_A_hige2.png	.\res\texture\balloon_A_hige2.png
balloon_A_hige1	balloon_A_hige1
.\res\texture\balloon_A_hige1.png	.\res\texture\balloon_A_hige1.png
balloon_A_hige0	balloon_A_hige0
.\res\texture\balloon_A_hige0.png	.\res\texture\balloon_A_hige0.png
balloon_Bi_shadow	balloon_Bi_shadow
.\res\texture\balloon_Bi_shadow.png	.\res\texture\balloon_Bi_shadow.png
balloon_B_name_panel	balloon_B_name_panel
.\res\texture\balloon_B_name_panel.png	.\res\texture\balloon_B_name_panel.png
balloon_B_panel0	balloon_B_panel0
.\res\texture\balloon_B_panel0.png	.\res\texture\balloon_B_panel0.png
balloon_B_panel1	balloon_B_panel1
.\res\texture\balloon_B_panel1.png	.\res\texture\balloon_B_panel1.png
balloon_B_hige0	balloon_B_hige0
.\res\texture\balloon_B_hige0.png	.\res\texture\balloon_B_hige0.png
balloon_B_hige1	balloon_B_hige1
.\res\texture\balloon_B_hige1.png	.\res\texture\balloon_B_hige1.png
balloon_C_hige0	balloon_C_hige0
.\res\texture\balloon_C_hige0.png	.\res\texture\balloon_C_hige0.png
balloon_C_hige1	balloon_C_hige1
.\res\texture\balloon_C_hige1.png	.\res\texture\balloon_C_hige1.png
balloon_C_panel0	balloon_C_panel0
.\res\texture\balloon_C_panel0.png	.\res\texture\balloon_C_panel0.png
balloon_C_panel1	balloon_C_panel1
.\res\texture\balloon_C_panel1.png	.\res\texture\balloon_C_panel1.png
balloon_D_panel0	balloon_D_panel0
.\res\texture\balloon_D_panel0.png	.\res\texture\balloon_D_panel0.png
balloon_D_panel1	balloon_D_panel1
.\res\texture\balloon_D_panel1.png	.\res\texture\balloon_D_panel1.png
balloon_D_hige0	balloon_D_hige0
.\res\texture\balloon_D_hige0.png	.\res\texture\balloon_D_hige0.png
balloon_D_hige1	balloon_D_hige1
.\res\texture\balloon_D_hige1.png	.\res\texture\balloon_D_hige1.png
chr048_wait	chr048_wait
.\res\texture\chr048_wait.png	.\res\texture\chr048_wait.png
chr048_walk	chr048_walk
.\res\texture\chr048_walk.png	.\res\texture\chr048_walk.png
chr049_wait	chr049_wait
.\res\texture\chr049_wait.png	.\res\texture\chr049_wait.png
chr049_walk	chr049_walk
.\res\texture\chr049_walk.png	.\res\texture\chr049_walk.png
chr003_wait3	chr003_wait3
.\res\texture\chr003_wait3.png	.\res\texture\chr003_wait3.png
It_038_counter_HD_albedo	It_038_counter_HD_albedo
.\res\model\Service Counter Table - corner_HD\texture\It_038_counter_HD_albedo.png	.\res\model\Service Counter Table - corner_HD\texture\It_038_counter_HD_albedo.png
It_038_counter_HD_normal	It_038_counter_HD_normal
.\res\model\Service Counter Table - corner_HD\texture\It_038_counter_HD_normal.png	.\res\model\Service Counter Table - corner_HD\texture\It_038_counter_HD_normal.png
It_038_counter_HD_mask	It_038_counter_HD_mask
.\res\model\Service Counter Table - corner_HD\texture\It_038_counter_HD_mask.png	.\res\model\Service Counter Table - corner_HD\texture\It_038_counter_HD_mask.png
Service Counter Table_HD(It_038_counter)	Service Counter Table_HD(It_038_counter)
shader a_n_rm 542d323fb6604f468eb8fd99b29502d8\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap abf094ec56a14ed19b43b8e2c69d1d70 It_038_counter_HD_albedo.png\nNMap b9b260ca8cde4f52b7164f9a39e1261e It_038_counter_HD_normal.png\nRMMap 0d0c2db5a091451a93281461440fafd5 It_038_counter_HD_mask.png\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 1.000000\nmetallic 1.000000\nspecular 1.000000\nemissive_color 1.000000 1.000000 1.000000\nemissive_strength 0.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n	shader a_n_rm 542d323fb6604f468eb8fd99b29502d8\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap abf094ec56a14ed19b43b8e2c69d1d70 It_038_counter_HD_albedo.png\nNMap b9b260ca8cde4f52b7164f9a39e1261e It_038_counter_HD_normal.png\nRMMap 0d0c2db5a091451a93281461440fafd5 It_038_counter_HD_mask.png\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 1.000000\nmetallic 1.000000\nspecular 1.000000\nemissive_color 1.000000 1.000000 1.000000\nemissive_strength 0.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n
It_038_counter	It_038_counter
Bd_003_castle	Bd_003_castle
.\res\mapobject\texture\Bd_003_castle.png	.\res\mapobject\texture\Bd_003_castle.png
Bd_020_church	Bd_020_church
.\res\mapobject\texture\Bd_020_church.png	.\res\mapobject\texture\Bd_020_church.png
.\res\mapobject\texture\It_069_door01.png	.\res\mapobject\texture\It_069_door01.png
It_201_door_001	It_201_door_001
.\res\mapobject\texture\It_201_door_001.png	.\res\mapobject\texture\It_201_door_001.png
Castle Door(Bd_003_castle_mat)	Castle Door(Bd_003_castle_mat)
shader map\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nsortindex 0\ncastshadow true\ncull back\nuvofs 0.000000 0.000000\nDifMap 76a9de924e3b45d3b04feb1e112ad5f0 Bd_003_castle.png\nroughness 0.900000\nmetallic 0.000000\nspecular 0.500000\n	shader map\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nsortindex 0\ncastshadow true\ncull back\nuvofs 0.000000 0.000000\nDifMap 76a9de924e3b45d3b04feb1e112ad5f0 Bd_003_castle.png\nroughness 0.900000\nmetallic 0.000000\nspecular 0.500000\n
Church Door(church_mat)	Church Door(church_mat)
shader map\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nsortindex 0\ncastshadow true\ncull back\nuvofs 0.000000 0.000000\nDifMap ae177537e553412dbbd57b48d4756f00 Bd_020_church.png\nroughness 0.900000\nmetallic 0.000000\nspecular 0.500000\n	shader map\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nsortindex 0\ncastshadow true\ncull back\nuvofs 0.000000 0.000000\nDifMap ae177537e553412dbbd57b48d4756f00 Bd_020_church.png\nroughness 0.900000\nmetallic 0.000000\nspecular 0.500000\n
Private Dwelling Door 1(door_mat)	Private Dwelling Door 1(door_mat)
shader map\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nsortindex 0\ncastshadow true\ncull back\nuvofs 0.000000 0.000000\nDifMap 94676684e1ea42f38cac9509d6ea6909 It_201_door_001.png\nroughness 0.900000\nmetallic 0.000000\nspecular 0.500000\n	shader map\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nsortindex 0\ncastshadow true\ncull back\nuvofs 0.000000 0.000000\nDifMap 94676684e1ea42f38cac9509d6ea6909 It_201_door_001.png\nroughness 0.900000\nmetallic 0.000000\nspecular 0.500000\n
Private Dwelling Door 2(door_mat)	Private Dwelling Door 2(door_mat)
shader map\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nsortindex 0\ncastshadow true\ncull back\nuvofs 0.000000 0.000000\nDifMap 5cb5ddf1e8d845d6a0b96d2500f871d1 It_069_door01.png\nroughness 0.900000\nmetallic 0.000000\nspecular 0.500000\n	shader map\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nsortindex 0\ncastshadow true\ncull back\nuvofs 0.000000 0.000000\nDifMap 5cb5ddf1e8d845d6a0b96d2500f871d1 It_069_door01.png\nroughness 0.900000\nmetallic 0.000000\nspecular 0.500000\n
Castle Door	Castle Door
.\res\mapobject\Buildings\Castle Door.fbx	.\res\mapobject\Buildings\Castle Door.fbx
Church Door	Church Door
.\res\mapobject\Buildings\Church Door.fbx	.\res\mapobject\Buildings\Church Door.fbx
Private Dwelling Door 1	Private Dwelling Door 1
.\res\mapobject\Buildings\Private Dwelling Door 1.fbx	.\res\mapobject\Buildings\Private Dwelling Door 1.fbx
Private Dwelling Door 2	Private Dwelling Door 2
.\res\mapobject\Buildings\Private Dwelling Door 2.fbx	.\res\mapobject\Buildings\Private Dwelling Door 2.fbx
keepClose	keepClose
keepOpen	keepOpen
door_R	door_R
door_R_1	door_R_1
Take 001	Take 001
Door wood 01(It_069_door01)	Door wood 01(It_069_door01)
Door wood 01	Door wood 01
.\res\mapobject\Indoor\Door wood 01.fbx	.\res\mapobject\Indoor\Door wood 01.fbx
chr000_face_icon	chr000_face_icon
.\res\texture\chr000_face_icon.png	.\res\texture\chr000_face_icon.png
chr000_status_image	chr000_status_image
.\res\texture\chr000_status_image.png	.\res\texture\chr000_status_image.png
sys:00000000-0000-0000-0000-000000000000|.\res\texture\chr002.png	sys:00000000-0000-0000-0000-000000000000|.\res\texture\chr002.png
chr002_eyes	chr002_eyes
sys:00000000-0000-0000-0000-000000000000|.\res\texture\chr002_eyes.png	sys:00000000-0000-0000-0000-000000000000|.\res\texture\chr002_eyes.png
chr002_mouth	chr002_mouth
sys:00000000-0000-0000-0000-000000000000|.\res\texture\chr002_mouth.png	sys:00000000-0000-0000-0000-000000000000|.\res\texture\chr002_mouth.png
chr000	chr000
.\res\texture\chr000.png	.\res\texture\chr000.png
chr000_eyes	chr000_eyes
.\res\texture\chr000_eyes.png	.\res\texture\chr000_eyes.png
chr000_mouth	chr000_mouth
.\res\texture\chr000_mouth.png	.\res\texture\chr000_mouth.png
chr000_weapon	chr000_weapon
.\res\texture\chr000_weapon.png	.\res\texture\chr000_weapon.png
reservedフォルダにあるデフォルトキャストのデータと見た目上は同じですが、イメージデータは別になっています。このデータに改変を加えてもデフォルトキャストのデータに影響はありません。	This data looks the same as the default cast data in the reserved folder, but uses separate image data. Modifications to this data will not affect the default cast data.
chr000_attack_A_01	chr000_attack_A_01
.\res\texture\chr000_attack_A_01.png	.\res\texture\chr000_attack_A_01.png
chr000_attack_A_02	chr000_attack_A_02
.\res\texture\chr000_attack_A_02.png	.\res\texture\chr000_attack_A_02.png
chr000_attack_A_03	chr000_attack_A_03
.\res\texture\chr000_attack_A_03.png	.\res\texture\chr000_attack_A_03.png
chr000_attack_A_04	chr000_attack_A_04
.\res\texture\chr000_attack_A_04.png	.\res\texture\chr000_attack_A_04.png
chr000_attack_A_05	chr000_attack_A_05
.\res\texture\chr000_attack_A_05.png	.\res\texture\chr000_attack_A_05.png
chr000_attack_B_01	chr000_attack_B_01
.\res\texture\chr000_attack_B_01.png	.\res\texture\chr000_attack_B_01.png
chr000_attack_B_02	chr000_attack_B_02
.\res\texture\chr000_attack_B_02.png	.\res\texture\chr000_attack_B_02.png
chr000_attack_B_03	chr000_attack_B_03
.\res\texture\chr000_attack_B_03.png	.\res\texture\chr000_attack_B_03.png
chr000_attack_C_01	chr000_attack_C_01
.\res\texture\chr000_attack_C_01.png	.\res\texture\chr000_attack_C_01.png
chr000_attack_D_01	chr000_attack_D_01
.\res\texture\chr000_attack_D_01.png	.\res\texture\chr000_attack_D_01.png
chr000_attack_D_02	chr000_attack_D_02
.\res\texture\chr000_attack_D_02.png	.\res\texture\chr000_attack_D_02.png
chr000_attack_E_01	chr000_attack_E_01
.\res\texture\chr000_attack_E_01.png	.\res\texture\chr000_attack_E_01.png
chr000_bed	chr000_bed
.\res\texture\chr000_bed.png	.\res\texture\chr000_bed.png
chr000_damage	chr000_damage
.\res\texture\chr000_damage.png	.\res\texture\chr000_damage.png
chr000_guard	chr000_guard
.\res\texture\chr000_guard.png	.\res\texture\chr000_guard.png
chr000_item	chr000_item
.\res\texture\chr000_item.png	.\res\texture\chr000_item.png
chr000_jumpup	chr000_jumpup
.\res\texture\chr000_jumpup.png	.\res\texture\chr000_jumpup.png
chr000_KO	chr000_KO
.\res\texture\chr000_KO.png	.\res\texture\chr000_KO.png
chr000_landing	chr000_landing
.\res\texture\chr000_landing.png	.\res\texture\chr000_landing.png
chr000_magic	chr000_magic
.\res\texture\chr000_magic.png	.\res\texture\chr000_magic.png
chr000_run	chr000_run
.\res\texture\chr000_run.png	.\res\texture\chr000_run.png
chr000_wait	chr000_wait
.\res\texture\chr000_wait.png	.\res\texture\chr000_wait.png
chr000_wait2	chr000_wait2
.\res\texture\chr000_wait2.png	.\res\texture\chr000_wait2.png
chr000_wait3	chr000_wait3
.\res\texture\chr000_wait3.png	.\res\texture\chr000_wait3.png
chr000_walk	chr000_walk
.\res\texture\chr000_walk.png	.\res\texture\chr000_walk.png
 #2D reservedフォルダにあるデフォルトキャストのデータと見た目上は同じですが、イメージデータは別になっています。このデータに改変を加えてもデフォルトキャストのデータに影響はありません。	 #2D This data looks the same as the default cast data in the reserved folder, but uses separate image data. Modifications to this data will not affect the default cast data.
window_shadow_08	window_shadow_08
.\res\texture\window_shadow_08.png	.\res\texture\window_shadow_08.png
window_shadow_07	window_shadow_07
.\res\texture\window_shadow_07.png	.\res\texture\window_shadow_07.png
window_shadow_06	window_shadow_06
.\res\texture\window_shadow_06.png	.\res\texture\window_shadow_06.png
window_shadow_04	window_shadow_04
.\res\texture\window_shadow_04.png	.\res\texture\window_shadow_04.png
window_shadow_03	window_shadow_03
.\res\texture\window_shadow_03.png	.\res\texture\window_shadow_03.png
window_shadow_01	window_shadow_01
.\res\texture\window_shadow_01.png	.\res\texture\window_shadow_01.png
window_shadow_20	window_shadow_20
.\res\texture\window_shadow_20.png	.\res\texture\window_shadow_20.png
window_shadow_19	window_shadow_19
.\res\texture\window_shadow_19.png	.\res\texture\window_shadow_19.png
window_shadow_18	window_shadow_18
.\res\texture\window_shadow_18.png	.\res\texture\window_shadow_18.png
window_shadow_17	window_shadow_17
.\res\texture\window_shadow_17.png	.\res\texture\window_shadow_17.png
window_shadow_16	window_shadow_16
.\res\texture\window_shadow_16.png	.\res\texture\window_shadow_16.png
window_shadow_15	window_shadow_15
.\res\texture\window_shadow_15.png	.\res\texture\window_shadow_15.png
window_shadow_14	window_shadow_14
.\res\texture\window_shadow_14.png	.\res\texture\window_shadow_14.png
window_shadow_24	window_shadow_24
.\res\texture\window_shadow_24.png	.\res\texture\window_shadow_24.png
window_shadow_23	window_shadow_23
.\res\texture\window_shadow_23.png	.\res\texture\window_shadow_23.png
window_shadow_22	window_shadow_22
.\res\texture\window_shadow_22.png	.\res\texture\window_shadow_22.png
window_shadow_27	window_shadow_27
.\res\texture\window_shadow_27.png	.\res\texture\window_shadow_27.png
window_32	window_32
.\res\texture\window_32.png	.\res\texture\window_32.png
window_28	window_28
.\res\texture\window_28.png	.\res\texture\window_28.png
window_27	window_27
.\res\texture\window_27.png	.\res\texture\window_27.png
window_24	window_24
.\res\texture\window_24.png	.\res\texture\window_24.png
window_23	window_23
.\res\texture\window_23.png	.\res\texture\window_23.png
window_22	window_22
.\res\texture\window_22.png	.\res\texture\window_22.png
window_21	window_21
.\res\texture\window_21.png	.\res\texture\window_21.png
window_20	window_20
.\res\texture\window_20.png	.\res\texture\window_20.png
window_17	window_17
.\res\texture\window_17.png	.\res\texture\window_17.png
window_14	window_14
.\res\texture\window_14.png	.\res\texture\window_14.png
window_13	window_13
.\res\texture\window_13.png	.\res\texture\window_13.png
window_12	window_12
.\res\texture\window_12.png	.\res\texture\window_12.png
window_11	window_11
.\res\texture\window_11.png	.\res\texture\window_11.png
window_10	window_10
.\res\texture\window_10.png	.\res\texture\window_10.png
window_06	window_06
.\res\texture\window_06.png	.\res\texture\window_06.png
